level.ielts.6,IELTS 8,雅思8分,雅思8分,IELTS 8,اختبار الآيلتس 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8,IELTS 8
level.ielts.7,IELTS 9,雅思9分,雅思9分,IELTS 9,اختبار الآيلتس 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9,IELTS 9
level.jlpt.1,JLPT N5,日语能力测试N5级,日語能力測驗N5級,JLPT N5,اختبار الكفاءة في اللغة اليابانية N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5,JLPT N5
level.jlpt.2,JLPT N4,日语能力测试N4级,日語能力測驗N4級,JLPT N4,اختبار الكفاءة في اللغة اليابانية N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4,JLPT N4
level.jlpt.3,JLPT N3,日语能力测试N3级,日語能力測驗N3級,JLPT N3,اختبار الكفاءة في اللغة اليابانية N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3,JLPT N3
level.jlpt.4,JLPT N2,日语能力测试N2级,日語能力測驗N2級,JLPT N2,اختبار الكفاءة في اللغة اليابانية N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2,JLPT N2
level.jlpt.5,JLPT N1,日语能力测试N1级,日語能力測驗N1級,JLPT N1,اختبار الكفاءة في اللغة اليابانية N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1
level.jlpt.6,JLPT N1,日语能力测试N1级,日語能力測驗N1級,JLPT N1,اختبار الكفاءة في اللغة اليابانية N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1,JLPT N1
level.jlpt.7,CEFR C2,欧洲共同语言参考标准 C2级,歐洲語言共同參考標準 C2級,ERK C2,الإطار الأوروبي المرجعي المشترك C2,MECR C2,GER C2,CEFR C2,MCER C2,EVK C2,CEFR C2,CEFR C2,CEFR C2,ZEROJ C2,CEFR C2,CEFR C2,QCER C2,CEFR C2,CEFR C2,ERK C2,CEFR C2,ESOKJ C2,CEFR C2,CECRL C2,CEFR C2,ZEO C2,CEFR C2,CEFR C2,CEFR C2,CEFR C2,CEFR C2
level.label,{{levelName}} ({{examLevelName}}),{{levelName}}（{{examLevelName}}）,{{levelName}}（{{examLevelName}}）,{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}}),{{levelName}} ({{examLevelName}})
level.name.1,Beginner I,初级I,初級I,Beginner I,مبتدئ I,Principiant I,Anfänger I,Αρχάριος I,Principiante I,Aloittelija I,Débutant I,Tosaitheoir I,शुरुआती I,Početnik I,Kezdő I,Pemula I,Principiante I,初心者 I,초급 I,Beginner I,Begynner I,Początkujący I,Iniciante I,Începător I,Начинающий I,Početnik I,Nybörjare I,Mwanzoni I,ระดับเริ่มต้น I,Başlangıç I,Sơ cấp I
level.name.2,Beginner II,初级II,初級II,Beginner II,مبتدئ II,Principiant II,Anfänger II,Αρχάριος II,Principiante II,Aloittelija II,Débutant II,Tosaitheoir II,शुरुआती II,Početnik II,Kezdő II,Pemula II,Principiante II,初心者 II,초급 II,Beginner II,Begynner II,Początkujący II,Iniciante II,Începător II,Начинающий II,Početnik II,Nybörjare II,Mwanzoni II,ระดับเริ่มต้น II,Başlangıç II,Sơ cấp II
level.name.3,Beginner III,初级III,初級III,Beginner III,مبتدئ III,Principiant III,Anfänger III,Αρχάριος III,Principiante III,Aloittelija III,Débutant III,Tosaitheoir III,शुरुआती III,Početnik III,Kezdő III,Pemula III,Principiante III,初心者 III,초급 III,Beginner III,Begynner III,Początkujący III,Iniciante III,Începător III,Начинающий III,Početnik III,Nybörjare III,Mwanzoni III,ระดับเริ่มต้น III,Başlangıç III,Sơ cấp III
level.name.4,Intermediate I,中级I,中級I,Intermediêr I,متوسط I,Intermedi I,Mittelstufe I,Μέσος I,Intermedio I,Keskitaso I,Intermédiaire I,Meánleibhéal I,मध्यवर्ती I,Srednji I,Középhaladó I,Menengah I,Intermedio I,中級 I,중급 I,Gemiddeld I,Mellomnivå I,Średniozaawansowany I,Intermediário I,Intermediar I,Средний I,Srednji nivo I,Mellannivå I,Kati I,ระดับกลาง I,Orta I,Trung cấp I
level.name.5,Intermediate II,中级II,中級II,Intermediêr II,متوسط II,Intermedi II,Mittelstufe II,Μέσος II,Intermedio II,Keskitaso II,Intermédiaire II,Meánleibhéal II,मध्यवर्ती II,Srednji II,Középhaladó II,Menengah II,Intermedio II,中級 II,중급 II,Gemiddeld II,Mellomnivå II,Średniozaawansowany II,Intermediário II,Intermediar II,Средний II,Srednji nivo II,Mellannivå II,Kati II,ระดับกลาง II,Orta II,Trung cấp II
level.name.6,Advanced I,高级I,高級I,Gevorderd I,متقدم I,Avançat I,Fortgeschritten I,Προχωρημένος I,Avanzado I,Edistynyt I,Avancé I,Ardleibhéal I,उन्नत I,Napredni I,Haladó I,Lanjutan I,Avanzato I,上級 I,고급 I,Gevorderd I,Avansert I,Zaawansowany I,Avançado I,Avansat I,Продвинутый I,Napredni I,Avancerad I,Juu I,ระดับสูง I,İleri I,Cao cấp I
level.name.7,Advanced II,高级II,高級II,Gevorderd II,متقدم II,Avançat II,Fortgeschritten II,Προχωρημένος II,Avanzado II,Edistynyt II,Avancé II,Ardleibhéal II,उन्नत II,Napredni II,Haladó II,Lanjutan II,Avanzato II,上級 II,고급 II,Gevorderd II,Avansert II,Zaawansowany II,Avançado II,Avansat II,Продвинутый II,Napredni II,Avancerad II,Juu II,ระดับสูง II,İleri II,Cao cấp II
level.topik.1,Pre-TOPIK 1,韩语能力考试前1级,韓語能力測驗前1級,Voor-TOPIK 1,ما قبل اختبار الكفاءة في اللغة الكورية 1,Pre-TOPIK 1,Vor-TOPIK 1,Προ-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Réamh-TOPIK 1,प्रि-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,TOPIK 1급 이전,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,Pre-TOPIK 1,ก่อน TOPIK 1,Pre-TOPIK 1,Tiền TOPIK 1
level.topik.2,TOPIK 1,韩语能力考试1级,韓語能力測驗1級,TOPIK 1,اختبار الكفاءة في اللغة الكورية 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1급,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1,TOPIK 1
level.topik.3,TOPIK 2,韩语能力考试2级,韓語能力測驗2級,TOPIK 2,اختبار الكفاءة في اللغة الكورية 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2급,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2,TOPIK 2
level.topik.4,TOPIK 3,韩语能力考试3级,韓語能力測驗3級,TOPIK 3,اختبار الكفاءة في اللغة الكورية 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3급,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3,TOPIK 3
level.topik.5,TOPIK 4,韩语能力考试4级,韓語能力測驗4級,TOPIK 4,اختبار الكفاءة في اللغة الكورية 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4급,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4,TOPIK 4
level.topik.6,TOPIK 5,韩语能力考试5级,韓語能力測驗5級,TOPIK 5,اختبار الكفاءة في اللغة الكورية 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5급,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5,TOPIK 5
level.topik.7,TOPIK 6,韩语能力考试6级,韓語能力測驗6級,TOPIK 6,اختبار الكفاءة في اللغة الكورية 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6급,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6,TOPIK 6
log.database_already_loaded,Database already loaded.,数据库已加载。,資料庫已經載好囉。,Databasis reeds gelaai.,تم تحميل قاعدة البيانات بالفعل.,Base de dades ja carregada.,Datenbank bereits geladen.,Η βάση δεδομένων έχει ήδη φορτωθεί.,Base de datos ya cargada.,Tietokanta on jo ladattu.,Base de données déjà chargée.,Bunachar sonraí luchtaithe cheana.,डेटाबेस पहले से ही लोड हो चुका है।,Baza podataka je već učitana.,Az adatbázis már betöltődött.,Basis data sudah dimuat.,Database già caricato.,データベースは既に読み込まれています。,데이터베이스가 이미 로드되었습니다.,Database is al geladen.,Database allerede lastet.,Baza danych już załadowana.,Banco de dados já carregado.,Baza de date este deja încărcată.,База данных уже загружена.,Baza podataka je već učitana.,Databas redan laddad.,Hifadhidata tayari imepakiwa.,ฐานข้อมูลถูกโหลดแล้ว,Veritabanı zaten yüklü.,Cơ sở dữ liệu đã được tải.
log.dictionary_ready,Dictionary is ready and loaded.,字典已准备就绪并加载完毕。,字典準備好了，也載好囉。,Woordeboek is gereed en gelaai.,القاموس جاهز وتم تحميله.,El diccionari està a punt i carregat.,Wörterbuch ist bereit und geladen.,Το λεξικό είναι έτοιμο και φορτώθηκε.,El diccionario está listo y cargado.,Sanakirja on valmis ja ladattu.,Le dictionnaire est prêt et chargé.,Tá an foclóir réidh agus luchtaithe.,शब्दकोश तैयार है और लोड हो चुका है।,Rječnik je spreman i učitan.,A szótár készen áll és betöltődött.,Kamus sudah siap dan dimuat.,Il dizionario è pronto e caricato.,辞書の準備ができており、読み込まれました。,사전이 준비되어 로드되었습니다.,Woordenboek is klaar en geladen.,Ordbok er klar og lastet.,Słownik jest gotowy i załadowany.,O dicionário está pronto e carregado.,Dicționarul este pregătit și încărcat.,Словарь готов и загружен.,Rečnik je spreman i učitan.,Ordboken är redo och laddad.,Kamusi iko tayari na imepakiwa.,พจนานุกรมพร้อมและถูกโหลดแล้ว,Sözlük hazır ve yüklendi.,Từ điển đã sẵn sàng và được tải.
log.downloading,Downloading...,正在下载...,正在下載喔...,Besig om af te laai...,جاري التنزيل...,Descarregant...,Wird heruntergeladen...,Γίνεται λήψη...,Descargando...,Ladataan...,Téléchargement en cours...,Ag íoslódáil...,डाउनलोड हो रहा है...,Preuzimanje...,Letöltés...,Mengunduh...,Download in corso...,ダウンロード中...,다운로드 중...,Downloaden...,Laster ned...,Pobieranie...,Baixando...,Se descarcă...,Загрузка...,Preuzimanje...,Laddar ner...,Inapakua...,กำลังดาวน์โหลด...,İndiriliyor...,Đang tải xuống...
log.entries_processed,{{count}} entries processed. Indexing...,已处理{{count}}个条目。正在索引...,已經處理了{{count}}個項目。正在建立索引...,{{count}} inskrywings verwerk. Besig om te indekseer...,تمت معالجة {{count}} إدخال. جاري الفهرسة...,{{count}} entrades processades. Indexant...,{{count}} Einträge verarbeitet. Indizierung...,Επεξεργασμένες {{count}} εγγραφές. Γίνεται ευρετηρίαση...,{{count}} entradas procesadas. Indexando...,{{count}} merkintää käsitelty. Indeksoidaan...,{{count}} entrées traitées. Indexation...,{{count}} iontráil próiseáilte. Ag innéacsú...,{{count}} प्रविष्टियाँ संसाधित हुईं। इंडेक्सिंग...,Obrađeno {{count}} unosa. Indeksiranje...,{{count}} bejegyzés feldolgozva. Indexálás...,{{count}} entri diproses. Mengindeks...,{{count}} voci elaborate. Indicizzazione...,{{count}} 件のエントリが処理されました。インデックス作成中...,{{count}}개의 항목이 처리되었습니다. 색인 중...,{{count}} items verwerkt. Indexeren...,{{count}} oppføringer behandlet. Indekserer...,Przetworzono {{count}} wpisów. Indeksowanie...,{{count}} entradas processadas. Indexando...,{{count}} intrări procesate. Se indexează...,Обработано записей: {{count}}. Индексация...,Obrađeno {{count}} unosa. Indeksiranje...,{{count}} poster bearbetade. Indexerar...,{{count}} viingizo vimesindika. Inaorodhesha...,ประมวลผล {{count}} รายการแล้ว กำลังทำดัชนี...,{{count}} girdi işlendi. İndeksleniyor...,Đã xử lý {{count}} mục. Đang lập chỉ mục...
log.failed_load_dictionary,Failed to load dictionary: {{error}},加载字典失败：{{error}},字典載入失敗：{{error}},Kon nie woordeboek laai nie: {{error}},فشل تحميل القاموس: {{error}},Error en carregar el diccionari: {{error}},Fehler beim Laden des Wörterbuchs: {{error}},Αποτυχία φόρτωσης λεξικού: {{error}},Error al cargar el diccionario: {{error}},Sanakirjan lataaminen epäonnistui: {{error}},Échec du chargement du dictionnaire : {{error}},Theip ar luchtú an fhoclóra: {{error}},शब्दकोश लोड करने में विफल: {{error}},Neuspjelo učitavanje rječnika: {{error}},Szótár betöltése sikertelen: {{error}},Gagal memuat kamus: {{error}},Impossibile caricare il dizionario: {{error}},辞書の読み込みに失敗しました: {{error}},사전 로딩 실패: {{error}},Kon woordenboek niet laden: {{error}},Kunne ikke laste ordbok: {{error}},Nie udało się załadować słownika: {{error}},Falha ao carregar o dicionário: {{error}},Eșec la încărcarea dicționarului: {{error}},Не удалось загрузить словарь: {{error}},Neuspelo učitavanje rečnika: {{error}},Kunde inte ladda ordlistan: {{error}},Imeshindwa kupakia kamusi: {{error}},ไม่สามารถโหลดพจนานุกรมได้: {{error}},Sözlük yüklenemedi: {{error}},Không thể tải từ điển: {{error}}
log.loading_dictionary,Loading the dictionary...,正在加载字典...,正在載入字典...,Besig om woordeboek te laai...,جاري تحميل القاموس...,Carregant el diccionari...,Wörterbuch wird geladen...,Φόρτωση του λεξικού...,Cargando el diccionario...,Ladataan sanakirjaa...,Chargement du dictionnaire...,Ag luchtú an fhoclóra...,शब्दकोश लोड हो रहा है...,Učitavanje rječnika...,Szótár betöltése...,Memuat kamus...,Caricamento del dizionario...,辞書の読み込み中...,사전을 로딩 중...,Woordenboek laden...,Laster ordbok...,Ładowanie słownika...,Carregando o dicionário...,Se încarcă dicționarul...,Загрузка словаря...,Učitavanje rečnika...,Laddar ordlistan...,Inapakia kamusi...,กำลังโหลดพจนานุกรม...,Sözlük yükleniyor...,Đang tải từ điển...
log.processing,Processing...,正在处理...,處理中...,Besig om te verwerk...,جاري المعالجة...,Processant...,Wird verarbeitet...,Επεξεργασία...,Procesando...,Käsitellään...,Traitement en cours...,Ag próiseáil...,प्रसंस्करण हो रहा है...,Obrada...,Feldolgozás...,Memproses...,Elaborazione in corso...,処理中...,처리 중...,Verwerken...,Behandler...,Przetwarzanie...,Processando...,Se procesează...,Обработка...,Obrada...,Bearbetar...,Inasindika...,กำลังประมวลผล...,İşleniyor...,Đang xử lý...
msg.already_have_account,Already have an account?,已有账户？,已經有帳號了嗎？,Het jy reeds 'n rekening?,هل لديك حساب بالفعل؟,Ja tens un compte?,Haben Sie bereits ein Konto?,Έχετε ήδη λογαριασμό;,¿Ya tienes una cuenta?,Onko sinulla jo tili?,Vous avez déjà un compte ?,An bhfuil cuntas agat cheana?,क्या आपके पास पहले से एक खाता है?,Već imaš račun?,Már van fiókja?,Sudah memiliki akun?,Hai già un account?,すでにアカウントをお持ちですか？,이미 계정이 있으신가요?,Heb je al een account?,Har du allerede en konto?,Masz już konto?,Já tem uma conta?,Ai deja un cont?,Уже есть аккаунт?,Već imaš nalog?,Har du redan ett konto?,Tayari una akaunti?,มีบัญชีอยู่แล้ว?,Zaten hesabınız var mı?,Bạn đã có tài khoản?
msg.auto_renews,Auto-renews in {{time}}.,{{time}}后自动续订。,{{time}}後自動續訂喔。,Hernieu outomaties oor {{time}}.,يتجدد تلقائيًا خلال {{time}}.,Es renova automàticament en {{time}}.,Verlängert sich automatisch in {{time}}.,Αυτόματη ανανέωση σε {{time}}.,Se renueva automáticamente en {{time}}.,Uusitaan automaattisesti {{time}} kuluttua.,Renouvellement automatique dans {{time}}.,Athnuaite go huathoibríoch i gceann {{time}}.,{{time}} में स्वत: नवीनीकरण।,Automatski se obnavlja za {{time}}.,Automatikusan megújul {{time}} múlva.,Otomatis diperbarui dalam {{time}}.,Si rinnova automaticamente tra {{time}}.,{{time}}後に自動更新されます。,{{time}} 후 자동 갱신됩니다.,Wordt automatisch verlengd over {{time}}.,Fornyes automatisk om {{time}}.,Automatyczne odnowienie za {{time}}.,Renova automaticamente em {{time}}.,Se reînnoiește automat în {{time}}.,Автоматическое продление через {{time}}.,Automatski se obnavlja za {{time}}.,Förnyas automatiskt om {{time}}.,Inasasishwa moja kwa moja baada ya {{time}}.,ต่ออายุอัตโนมัติใน {{time}},{{time}} içinde otomatik olarak yenilenir.,Tự động gia hạn sau {{time}}.
msg.auto_renews,Auto-renews in {{time}},{{time}}后自动续订,{{time}}後自動續訂,Hernieu outomaties oor {{time}},يتجدد تلقائيًا خلال {{time}},Es renova automàticament en {{time}},Verlängert sich automatisch in {{time}},Αυτόματη ανανέωση σε {{time}},Se renueva automáticamente en {{time}},Uusitaan automaattisesti {{time}} kuluttua,Renouvellement automatique dans {{time}},Athnuaite go huathoibríoch i gceann {{time}},{{time}} में स्वत: नवीनीकरण,Automatski se obnavlja za {{time}},Automatikus megújítás {{time}} múlva,Otomatis diperbarui dalam {{time}},Si rinnova automaticamente tra {{time}},{{time}}後に自動更新,{{time}} 후 자동 갱신됩니다,Wordt automatisch verlengd over {{time}},Fornyes automatisk om {{time}},Automatyczne odnowienie za {{time}},Renova automaticamente em {{time}},Se reînnoiește automat în {{time}},Автоматическое продление через {{time}},Automatski se obnavlja za {{time}},Förnyas automatiskt om {{time}},Inasasishwa moja kwa moja baada ya {{time}},ต่ออายุอัตโนมัติใน {{time}},{{time}} içinde otomatik olarak yenilenir,Tự động gia hạn sau {{time}}
msg.auto_renews_in,Auto renews in {{days}} days,{{days}}天后自动续订,{{days}}天後自動續訂喔,Hernieu outomaties oor {{days}} dae,يتجدد تلقائيًا خلال {{days}} يوم,Es renova automàticament en {{days}} dies,Verlängert sich automatisch in {{days}} Tagen,Αυτόματη ανανέωση σε {{days}} ημέρες,Se renueva automáticamente en {{days}} días,Uusitaan automaattisesti {{days}} päivän kuluttua,Renouvellement automatique dans {{days}} jours,Athnuaite go huathoibríoch i gceann {{days}} lá,{{days}} दिनों में स्वत: नवीनीकरण,Automatski se obnavlja za {{days}} dana,Automatikus megújítás {{days}} nap múlva,Otomatis diperbarui dalam {{days}} hari,Si rinnova automaticamente tra {{days}} giorni,自動更新まで{{days}}日,{{days}}일 후 자동 갱신됩니다,Wordt automatisch verlengd over {{days}} dagen,Fornyes automatisk om {{days}} dager,Automatyczne odnowienie za {{days}} dni,Renovação automática em {{days}} dias,Se reînnoiește automat în {{days}} zile,Автоматическое продление через {{days}} дней,Automatski se obnavlja za {{days}} dana,Förnyas automatiskt om {{days}} dagar,Inasasishwa moja kwa moja baada ya {{days}} siku,ต่ออายุอัตโนมัติใน {{days}} วัน,{{days}} gün içinde otomatik yenilenir,Tự động gia hạn sau {{days}} ngày
msg.confirm_cancel_subscription,Are you sure you want to cancel your subscription?,您确定要取消订阅吗？,你確定要取消訂閱嗎？,Is jy seker jy wil jou inskrywing kanselleer?,هل أنت متأكد أنك تريد إلغاء اشتراكك؟,Estàs segur que vols cancel·lar la teva subscripció?,"Sind Sie sicher, dass Sie Ihr Abonnement kündigen möchten?",Είστε σίγουροι ότι θέλετε να ακυρώσετε τη συνδρομή σας;,¿Estás seguro de que quieres cancelar tu suscripción?,"Oletko varma, että haluat peruuttaa tilauksesi?",Êtes-vous sûr de vouloir annuler votre abonnement ?,An bhfuil tú cinnte gur mian leat do shíntiús a chealú?,क्या आप वाकई अपनी सदस्यता रद्द करना चाहते हैं?,Jesi li siguran/na da želiš otkazati pretplatu?,"Biztos benne, hogy le szeretné mondani az előfizetését?",Apakah Anda yakin ingin membatalkan langganan Anda?,Sei sicuro di voler cancellare il tuo abbonamento?,サブスクリプションをキャンセルしてもよろしいですか？,구독을 취소하시겠습니까?,Weet je zeker dat je je abonnement wilt annuleren?,Er du sikker på at du vil avbryte abonnementet?,Czy na pewno chcesz anulować swoją subskrypcję?,Tem certeza de que deseja cancelar sua assinatura?,Ești sigur că vrei să anulezi abonamentul?,"Вы уверены, что хотите отменить подписку?",Da li si siguran/na da želiš da otkažeš pretplatu?,Är du säker på att du vill avbryta prenumerationen?,Una uhakika unataka kughairi usajili wako?,คุณแน่ใจหรือไม่ว่าต้องการยกเลิกการสมัครสมาชิก?,Aboneliğinizi iptal etmek istediğinizden emin misiniz?,Bạn có chắc chắn muốn hủy đăng ký không?
msg.copy_success,Text copied to clipboard,文本已复制到剪贴板,已經複製到剪貼簿囉,Teks na knipbord gekopieer,تم نسخ النص إلى الحافظة,Text copiat al portapapers,Text in die Zwischenablage kopiert,Το κείμενο αντιγράφηκε στο πρόχειρο,Texto copiado al portapapeles,Teksti kopioitu leikepöydälle,Texte copié dans le presse-papiers,Téacs cóipeáilte chuig an ghearrthaisce,पाठ क्लिपबोर्ड पर कॉपी किया गया,Tekst kopiran u međuspremnik,A szöveg a vágólapra lett másolva,Teks disalin ke clipboard,Testo copiato negli appunti,テキストがクリップボードにコピーされました,텍스트가 클립보드에 복사되었습니다,Tekst gekopieerd naar klembord,Tekst kopiert til utklippstavle,Tekst skopiowany do schowka,Texto copiado para a área de transferência,Textul a fost copiat în clipboard,Текст скопирован в буфер обмена,Tekst kopiran u međumemoriju,Text kopierad till urklipp,Maandishi yamenakiliwa kwenye ubao wa kunakili,คัดลอกข้อความไปยังคลิปบอร์ดแล้ว,Metin panoya kopyalandı,Đã sao chép văn bản vào bộ nhớ tạm
